Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %
"DevExpress.XtraCharts.XYDiagram2DSeriesViewBase.DevExpress.Charts.Native.IXYSeriesView.get_PixelsPerArgument",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagram2DSeriesViewBase.DevExpress.Charts.Native.IXYSeriesView.GetCrosshairValues",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagram2DSeriesViewBase.get_AxisXName",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagram2DSeriesViewBase.get_NeedFilterVisiblePoints",2,0,0.02,0.00,
"DevExpress.XtraCharts.XYDiagram2DSeriesViewBase.GetAxisX",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagram2DSeriesViewBase.OnEndLoading",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagramDefaultPane..cctor",15,0,0.14,0.00,
"DevExpress.XtraCharts.XYDiagramDefaultPane..ctor",8,0,0.07,0.00,
"DevExpress.XtraCharts.XYDiagramPaneBase..ctor",7,0,0.06,0.00,
"DevExpress.XtraCharts.XYDiagramPaneBase.get_Annotations",4,0,0.04,0.00,
"DevExpress.XtraCharts.XYDiagramPaneBase.RenderBeforeContent",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagramPaneBase.RenderBorder",2,0,0.02,0.00,
"DevExpress.XtraCharts.XYDiagramPaneBase.RenderInnerBorder",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagramPaneBase.RenderOuterBorder",1,0,0.01,0.00,
"DevExpress.XtraCharts.XYDiagramSeriesViewBase..ctor",3,0,0.03,0.00,
"DevExpress.XtraCharts.ZoomRectangle..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseButton..ctor",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseButton.CalcBestFit",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseButton.get_BackColor",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseButton.set_BorderStyle",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseButton.set_ButtonStyle",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseCheckEdit..ctor",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseCheckEdit.InitializeDefault",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseCheckEdit.InitializeDefaultProperties",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseCheckEdit.LayoutChanged",6,0,0.06,0.00,
"DevExpress.XtraEditors.BaseCheckEdit.OnHandleCreated",5,0,0.05,0.00,
"DevExpress.XtraEditors.BaseCheckEdit.OnParentBackColorChanged",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseCheckEdit.SetBoundsCore",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseControl..ctor",10,0,0.09,0.00,
"DevExpress.XtraEditors.BaseControl.CreateLookAndFeel",7,0,0.06,0.00,
"DevExpress.XtraEditors.BaseControl.DevExpress.Utils.Controls.IXtraResizableControl.get_MinSize",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseControl.get_CreateParams",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseControl.get_SizeableMaxSize",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseControl.get_SizeableMinSize",9,0,0.08,0.00,
"DevExpress.XtraEditors.BaseControl.LayoutChanged",11,0,0.10,0.00,
"DevExpress.XtraEditors.BaseControl.OnMouseLeave",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseControl.OnPaint",3,0,0.03,0.00,
"DevExpress.XtraEditors.BaseControl.OnPropertiesChanged",15,0,0.14,0.00,
"DevExpress.XtraEditors.BaseControl.OnPropertiesChanged",17,0,0.16,0.00,
"DevExpress.XtraEditors.BaseControl.OnStyleController_PropertiesChanged",3,0,0.03,0.00,
"DevExpress.XtraEditors.BaseControl.OnStyleControllerChanged",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseControl.RaiseSizeableChanged",39,0,0.36,0.00,
"DevExpress.XtraEditors.BaseControl.set_BorderStyle",4,0,0.04,0.00,
"DevExpress.XtraEditors.BaseControl.set_StyleController",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseControl.WndProc",192,0,1.78,0.00,
"DevExpress.XtraEditors.BaseDateControl..ctor",69,0,0.64,0.00,
"DevExpress.XtraEditors.BaseDateControl.get_DefaultSize",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseDateControl.OnResize",27,0,0.25,0.00,
"DevExpress.XtraEditors.BaseDateControl.set_ShowWeekNumbers",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseEdit..ctor",3,0,0.03,0.00,
"DevExpress.XtraEditors.BaseEdit.ClearHotPressedCore",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseEdit.CompleteChanges",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.CreateHandle",12,0,0.11,0.00,
"DevExpress.XtraEditors.BaseEdit.CreateRepositoryItem",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.DoBaseSetBoundsCore",3,0,0.03,0.00,
"DevExpress.XtraEditors.BaseEdit.get_BackColor",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.get_IsBoundUpdatingEditValue",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.get_PreferredHeight",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.InitializeDefault",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.IsBoundUpdatingProperty",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.LayoutChanged",8,0,0.07,0.00,
"DevExpress.XtraEditors.BaseEdit.OnHandleCreated",8,0,0.07,0.00,
"DevExpress.XtraEditors.BaseEdit.OnLostFocus",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseEdit.OnPaintBackground",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.OnValidated",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.OnValidating",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.RefreshVisualLayoutCore",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.set_EditValue",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseEdit.set_TabStop",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.set_Text",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseEdit.SetBoundsCore",3,0,0.03,0.00,
"DevExpress.XtraEditors.BaseEdit.WndProc",12,0,0.11,0.00,
"DevExpress.XtraEditors.BaseListBoxControl..ctor",7,0,0.06,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.CreateHandler",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.CreateSelectedIndexCollection",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.LayoutChanged",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.OnListChanged",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.OnListReset",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.OnLookAndFeelChanged",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.OnResize",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseListBoxControl.UpdateScrollBars",2,0,0.02,0.00,
"DevExpress.XtraEditors.BaseListBoxControl+SelectedIndexCollection.OnListChanged",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseStyleControl..ctor",15,0,0.14,0.00,
"DevExpress.XtraEditors.BaseStyleControl.Dispose",1,0,0.01,0.00,
"DevExpress.XtraEditors.BaseStyleControl.get_BackColor",7,0,0.06,0.00,
"DevExpress.XtraEditors.BaseStyleControl.get_ForeColor",3,0,0.03,0.00,
"DevExpress.XtraEditors.BaseStyleControl.OnStyleChanged",8,0,0.07,0.00,
"DevExpress.XtraEditors.BaseStyleControl.set_ForeColor",5,0,0.05,0.00,
"DevExpress.XtraEditors.ButtonEdit..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonEdit.ClearHotPressedOnLostFocus",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButton.set_Checked",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButton.set_Glyphs",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonCollection.OnElementAdded",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonHandler.OnMouseMove",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonHandler.Reset",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonHandler.set_HotInfo",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonHandler.set_PressedInfo",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonHandler.SetHotState",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonHandler.SetState",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.Calc",10,0,0.09,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.Calc",9,0,0.08,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.CalcImageAndTextBounds",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.CalcMinSize",42,0,0.39,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.get_ButtonPanelOwner",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.GetContentSize",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.GetImage",27,0,0.25,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.GetMinSize",4,0,0.04,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.GetStateAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.GetStateAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.UpdateActualImage",27,0,0.25,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonInfo.UpdatePaintAppearance",7,0,0.06,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter..ctor",3,0,0.03,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.CheckForeColor",3,0,0.03,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.DrawContent",9,0,0.08,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.DrawImage",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.DrawObject",37,0,0.34,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.GetForegroundColor",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.GetStateIndex",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonPainter.UpdatePaintAppearance",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter..ctor",3,0,0.03,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.CalcBoundsByClientRectangle",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.CheckForeColor",4,0,0.04,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.CreateDefaultAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.DrawStandartBackground",13,0,0.12,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.get_DefaultAppearance",3,0,0.03,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.GetBackground",6,0,0.06,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.GetBackground",5,0,0.05,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.GetGlyphs",25,0,0.23,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.GetObjectClientRectangle",5,0,0.05,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.GetSkin",6,0,0.06,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.GetSkinButtonImages",22,0,0.20,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonSkinPainter.RegisterPainters",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanel..ctor",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanel.Dispose",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanel.get_IsSelected",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanel.GetObjectInfo",26,0,0.24,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanel.OnCreate",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanel.OnDispose",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelPainter.CalcButtonState",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelPainter.DrawButtons",43,0,0.40,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelPainter.DrawObject",44,0,0.41,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelViewInfo.CalcButtonInfos",9,0,0.08,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelViewInfo.CalcButtonsCore",10,0,0.09,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelViewInfo.CalcMinSize",42,0,0.39,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelViewInfo.EnsureButtons",15,0,0.14,0.00,
"DevExpress.XtraEditors.ButtonPanel.BaseButtonsPanelViewInfo.SortButtonList",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonCollectionBase`1[System.__Canon].AddButton",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonCollectionBase`1[System.__Canon].AddRange",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonCollectionBase`1[System.__Canon].Merge",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonCollectionBase`1[System.__Canon].Merge",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonCollectionBase`1[System.__Canon].OnInsertComplete",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonCollectionBase`1[System.__Canon].remove_CollectionChanged",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonsPanelHandler.CalcHitInfo",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.ButtonsPanelHandler.Invalidate",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.TabButtonSkinPainter..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.TabButtonSkinPainter.CalcGlyphIndex",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.TabButtonSkinPainter.CalcObjectMinBounds",4,0,0.04,0.00,
"DevExpress.XtraEditors.ButtonPanel.TabButtonSkinPainter.DrawBackground",8,0,0.07,0.00,
"DevExpress.XtraEditors.ButtonPanel.TabButtonSkinPainter.GetBackground",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonPanel.TabCloseButton.get_ToolTip",11,0,0.10,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonControl..ctor",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonPanelControl..ctor",2,0,0.02,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonPanelControl.CalcButtonsPanel",5,0,0.05,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonPanelControl.CreateAppearanceProvider",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonPanelControl.DrawButtonsPanel",3,0,0.03,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonPanelControl.get_AppearanceButton",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonPanelControl.OnPaint",8,0,0.07,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonsPanelControlAppearance..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.ButtonsPanelControl.ButtonsPanelControlAppearanceProvider..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.CalcObjectBounds",69,0,0.64,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawContent",34,0,0.32,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawDayCell",21,0,0.19,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawHeaderButton",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawMonthInfo",31,0,0.29,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawMonthNumbers",22,0,0.20,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawObject",34,0,0.32,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawUnderline",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawWeekDayAbbreviation",2,0,0.02,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.DrawWeekdaysAbbreviation",8,0,0.07,0.00,
"DevExpress.XtraEditors.Calendar.CalendarBasePainter.GetButtonElementInfo",4,0,0.04,0.00,
"DevExpress.XtraEditors.Calendar.CalendarHeaderHelper.GetArrowButtonPainter",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarHitInfo..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcCalendarRect",5,0,0.05,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcDayNumberCells",34,0,0.32,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcElementSize",3,0,0.03,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcFirstVisibleDate",7,0,0.06,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcLayout",69,0,0.64,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcMonthInfo",36,0,0.33,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalculateInsufficientPrefix",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcWeekdayAbbreviationRect",3,0,0.03,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CalcWeekNumberWidth",2,0,0.02,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CanAddDate",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.CombineDisabledCalendarDateAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.GetFirstDayOffset",5,0,0.05,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.GetFirstVisibleDate",5,0,0.05,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.IsToday",3,0,0.03,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.ScaleMetrics",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.SetCalendarAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.UpdateCellAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.CalendarObjectInfoArgs.UpdateExistingCellsState",9,0,0.08,0.00,
"DevExpress.XtraEditors.Calendar.DayNumberCellInfo..ctor",3,0,0.03,0.00,
"DevExpress.XtraEditors.Calendar.SkinCalendarNavigationButtonPainter..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.Calendar.SkinCalendarNavigationButtonPainter.GetSkinElement",9,0,0.08,0.00,
"DevExpress.XtraEditors.Calendar.SkinCalendarNavigationButtonPainter.UpdateButtonInfo",11,0,0.10,0.00,
"DevExpress.XtraEditors.CheckEdit..ctor",2,0,0.02,0.00,
"DevExpress.XtraEditors.CheckEdit.get_Checked",1,0,0.01,0.00,
"DevExpress.XtraEditors.CheckEdit.get_CheckState",1,0,0.01,0.00,
"DevExpress.XtraEditors.CheckEdit.set_EditValue",2,0,0.02,0.00,
"DevExpress.XtraEditors.CodedUISupport.CodedUIMessagesHandler.ProcessCodedUIMessage",1,0,0.01,0.00,
"DevExpress.XtraEditors.ComboBoxEdit..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.Container.ComponentEditorContainer.EndInit",4,0,0.04,0.00,
"DevExpress.XtraEditors.Container.ContainerHelper.AddCachedViewInfo",2,0,0.02,0.00,
"DevExpress.XtraEditors.Container.ContainerHelper.CalcDefaultMinHeight",1,0,0.01,0.00,
"DevExpress.XtraEditors.Container.ContainerHelper.DrawCellEdit",7,0,0.06,0.00,
"DevExpress.XtraEditors.Container.ContainerHelper.GetCachedViewInfo",1,0,0.01,0.00,
"DevExpress.XtraEditors.Container.ContainerHelper+CacheItemKeyComparer.Equals",1,0,0.01,0.00,
"DevExpress.XtraEditors.Container.EditorContainer.EndInit",1,0,0.01,0.00,
"DevExpress.XtraEditors.Container.EditorContainer.OnEndInit",1,0,0.01,0.00,
"DevExpress.XtraEditors.Container.EditorContainer.OnPaint",291,0,2.70,0.00,
"DevExpress.XtraEditors.Container.EditorContainer.OnVisibleChanged",111,0,1.03,0.00,
"DevExpress.XtraEditors.Container.EditorContainer.WndProc",9,0,0.08,0.00,
"DevExpress.XtraEditors.ControlHelper..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.ControlNavigator..ctor",4,0,0.04,0.00,
"DevExpress.XtraEditors.ControlNavigator.CreateButtons",3,0,0.03,0.00,
"DevExpress.XtraEditors.ControlNavigatorButtonCollection..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.ControlNavigatorButtonCollection.CreateButtons",1,0,0.01,0.00,
"DevExpress.XtraEditors.ControlNavigatorButtons..ctor",3,0,0.03,0.00,
"DevExpress.XtraEditors.ControlNavigatorButtons.CreateNavigatorButtonCollection",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase..ctor",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CalcBestSize",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CalcButtonSize",5,0,0.05,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CalcCalendarLayout",78,0,0.72,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CalcCalendarsLayoutSize",41,0,0.38,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CombineAppearances",9,0,0.08,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CreateBorderPainter",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CreateButton",4,0,0.04,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.CreateButtons",6,0,0.06,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.get_CalendarDefaultAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.get_FullButtonsHeight",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.get_WeekNumberDefaultAppearance",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.GetFirstDayOfMonth",8,0,0.07,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.Init",62,0,0.57,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.LayoutChanged",45,0,0.42,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.LayoutChangedCore",93,0,0.86,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.OnDateTimeChanged",9,0,0.08,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.OnHandleCreated",19,0,0.18,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.OnPaint",34,0,0.32,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.set_DateTime",10,0,0.09,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.UpdateButtons",7,0,0.06,0.00,
"DevExpress.XtraEditors.Controls.DateEditCalendarBase.WndProc",83,0,0.77,0.00,
"DevExpress.XtraEditors.Controls.EditorButtonHelper.get_Painters",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.EditorButtonHelper.GetPainter",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.EditorButtonHelper.GetPainter",1,0,0.01,0.00,
"DevExpress.XtraEditors.Controls.EditResLocalizer..ctor",7,0,0.06,0.00,
"DevExpress.XtraEditors.Controls.HookPopup.GetControlFromHandle",20,0,0.19,0.00,
"DevExpress.XtraEditors.Controls.ListBoxItemCollection.OnClearComplete",2,0,0.02,0.00,
"DevExpress.XtraEditors.Controls.ListBoxItemCollection.OnListChanged",2,0,0.02,0.00,
"DevExpress.XtraEditors.Controls.Localizer..cctor",9,0,0.08,0.00,
"DevExpress.XtraEditors.Controls.Localizer..ctor",7,0,0.06,0.00,
"DevExpress.XtraEditors.Controls.Localizer.CreateDefaultLocalizer",8,0,0.07,0.00,
"DevExpress.XtraEditors.Controls.Localizer.PopulateStringTable",2,0,0.02,0.00,
"DevExpress.XtraEditors.DateControl..ctor",70,0,0.65,0.00,
"DevExpress.XtraEditors.DateControl.Init",62,0,0.57,0.00,
"DevExpress.XtraEditors.Designer.Utils.BasePainter.DrawStyle",2,0,0.02,0.00,
"DevExpress.XtraEditors.Designer.Utils.DoccommentPainter.OnPaint",1,0,0.01,0.00,
"DevExpress.XtraEditors.Designer.Utils.DoccommentPainter.WndProc",6,0,0.06,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx..ctor",17,0,0.16,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.AssignHandle",5,0,0.05,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.CreatePainter",1,0,0.01,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.GridViewSizeChanged",4,0,0.04,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.InizializeComponent",7,0,0.06,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.OnResize",6,0,0.06,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.OnSelectedChanged",3,0,0.03,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.set_SelectedObject",4,0,0.04,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.set_SelectedObjects",3,0,0.03,0.00,
"DevExpress.XtraEditors.Designer.Utils.DXPropertyGridEx.WndProc",15,0,0.14,0.00,
"DevExpress.XtraEditors.Designer.Utils.FilterButtonPanel..ctor",3,0,0.03,0.00,
"DevExpress.XtraEditors.Designer.Utils.FilterButtonPanel.CreateButtonsPanel",1,0,0.01,0.00,
